2020-08-30 11:33:05	0	5.243002759887747E-8	5.243002759887747E-8	3.770301226326262E-5	5.27060942018301E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:06	1	5.353189710182545E-8	5.353189710182545E-8	3.770301226326262E-5	5.27060942018301E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:07	2	5.470173907411114E-8	5.470173907411114E-8	3.767824429755557E-5	5.250746073459574E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:09	3	5.591987727461046E-8	5.591987727461046E-8	3.76659877999611E-5	5.244565877754092E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:10	4	5.794295261200361E-8	5.794295261200361E-8	3.774786192040131E-5	5.244713905480878E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:11	5	5.926662701489568E-8	5.926662701489568E-8	3.779166463581633E-5	5.225909239034128E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:12	6	6.05455826879603E-8	6.05455826879603E-8	3.779166463581633E-5	5.225909239034128E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:13	7	6.154191598851555E-8	6.154191598851555E-8	3.765823273254443E-5	5.214479280397113E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:14	8	6.220733068834777E-8	6.220733068834777E-8	3.784330131087109E-5	5.205717365275448E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:16	9	6.269744796725645E-8	6.269744796725645E-8	3.7763468097941E-5	5.17892945376006E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:17	10	6.277615293175275E-8	6.277615293175275E-8	3.783064997103935E-5	5.173516532564271E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:18	11	6.212594260006184E-8	6.212594260006184E-8	3.792239095507058E-5	5.158720086508436E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:19	12	6.094536813261757E-8	6.094536813261757E-8	3.799779934331483E-5	5.148457961446126E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:20	13	5.875593912026637E-8	5.875593912026637E-8	3.769385924089783E-5	5.136780426054941E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:21	14	5.779716955276617E-8	5.779716955276617E-8	3.784243692651385E-5	5.122230680173019E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:23	15	5.752706842460847E-8	5.752706842460847E-8	3.791420712557196E-5	5.11482552072742E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:24	16	5.742510972060192E-8	5.742510972060192E-8	3.78882790249516E-5	5.116824619170541E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:25	17	5.653610137163252E-8	5.653610137163252E-8	3.765465666621994E-5	5.123845531566333E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:26	18	5.566229739080444E-8	5.566229739080444E-8	3.766540011006742E-5	5.134363846736636E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:27	19	5.545569685900169E-8	5.545569685900169E-8	3.748663757388133E-5	5.124881268307611E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:28	20	5.637153644586755E-8	5.637153644586755E-8	3.726435359020598E-5	5.112704005945876E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:30	21	5.655577761275658E-8	5.655577761275658E-8	3.731333117810888E-5	5.118851577620943E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:31	22	5.630714147491605E-8	5.630714147491605E-8	3.737238905783915E-5	5.119898976690851E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:32	23	5.618371778059233E-8	5.618371778059233E-8	3.72636995851103E-5	5.142714645718024E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:33	24	5.623201400880596E-8	5.623201400880596E-8	3.728568650467327E-5	5.148736523406753E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:34	25	5.69546686828173E-8	5.69546686828173E-8	3.726191364811824E-5	5.142888589730652E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:35	26	5.738665161295032E-8	5.738665161295032E-8	3.7411418222075E-5	5.153947564358263E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:37	27	5.774708457535945E-8	5.774708457535945E-8	3.76301882622875E-5	5.16343669808312E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:38	28	5.742600409519847E-8	5.742600409519847E-8	3.782174315339007E-5	5.17681369391846E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:39	29	5.752796279920501E-8	5.752796279920501E-8	3.794031092336546E-5	5.171311933219288E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:40	30	5.785351515234874E-8	5.785351515234874E-8	3.794439502511683E-5	5.158428070946481E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:41	31	6.051159645329145E-8	6.051159645329145E-8	3.809682432815535E-5	5.138890354732225E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:42	32	6.196406079808653E-8	6.196406079808653E-8	3.808442071752652E-5	5.137430238810268E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:44	33	6.366337253152905E-8	6.366337253152905E-8	3.819314068000343E-5	5.139817357409518E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:45	34	6.471784018085996E-8	6.471784018085996E-8	3.837037758542144E-5	5.138229032097008E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:46	35	6.600395085069698E-8	6.600395085069698E-8	3.830172572534521E-5	5.124579076792244E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:47	36	6.76299238672225E-8	6.76299238672225E-8	3.829153109696264E-5	5.1268488098615E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:48	37	7.09158561349424E-8	7.09158561349424E-8	3.819221226717529E-5	5.132756122321929E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:49	38	7.229498176282048E-8	7.229498176282048E-8	3.83016948544753E-5	5.148153483199657E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:51	39	7.374386860922936E-8	7.374386860922936E-8	3.831215283805665E-5	5.139419923543679E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:52	40	7.356499368991962E-8	7.356499368991962E-8	3.834823859824006E-5	5.139540091263183E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:53	41	7.363564928304697E-8	7.363564928304697E-8	3.844502563557367E-5	5.143441025853144E-5	192.575	0.05	0.0025	true	
2020-08-30 11:33:54	42	7.314910950252448E-8	7.314910950252448E-8	3.842179435316838E-5	5.139310732133473E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:55	43	7.27564790546396E-8	7.27564790546396E-8	3.801849273531676E-5	5.133871132408139E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:56	44	7.163314456137444E-8	7.163314456137444E-8	3.795735545476944E-5	5.143755680053026E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:58	45	6.987301535536662E-8	6.987301535536662E-8	3.794130222129895E-5	5.140713260543799E-5	192.575	0.05	0.0025	false	
2020-08-30 11:33:59	46	6.766033260350516E-8	6.766033260350516E-8	3.772452430499971E-5	5.139673674471829E-5	192.575	0.05	0.0025	true	
2020-08-30 11:34:00	47	6.576783595720812E-8	6.576783595720812E-8	3.74975300363724E-5	5.147930526917037E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:01	48	6.365353441096702E-8	6.365353441096702E-8	3.73038755449947E-5	5.160903343029782E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:02	49	6.077990883225606E-8	6.077990883225606E-8	3.698953996297985E-5	5.162814592886333E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:03	50	6.007871914856188E-8	6.007871914856188E-8	3.707348662404381E-5	5.171555088959992E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:05	51	5.995350670504507E-8	5.995350670504507E-8	3.73133403250333E-5	5.172408153998262E-5	192.575	0.05	0.0025	true	
2020-08-30 11:34:06	52	5.977642053492843E-8	5.977642053492843E-8	3.741492949768487E-5	5.160531444327935E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:07	53	5.995350670504507E-8	5.995350670504507E-8	3.736991786375966E-5	5.150283840008136E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:08	54	5.986049174700401E-8	5.986049174700401E-8	3.723665060512723E-5	5.156228388073372E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:09	55	5.921296453910275E-8	5.921296453910275E-8	3.720204779006462E-5	5.158176721085988E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:10	56	5.908775209558594E-8	5.908775209558594E-8	3.719334792158025E-5	5.164682051842245E-5	192.575	0.05	0.0025	true	
2020-08-30 11:34:12	57	5.87049597682631E-8	5.87049597682631E-8	3.715499410526372E-5	5.170271966025468E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:13	58	5.825598372079566E-8	5.825598372079566E-8	3.704489676841864E-5	5.173641388082538E-5	192.575	0.05	0.0025	false	
2020-08-30 11:34:14	59	5.762097775724608E-8	5.762097775724608E-8	3.692793314031256E-5	5.201832933261619E-5	192.575	0.05	0.0025	false	
